Epoch,TrainLoss,TrainAccuracy,ValLoss,ValAcc
1,0.6980198587734179,0.5328888888888889,0.690941917684078,0.5
2,0.6833884172210417,0.5531111111111111,0.6643965466918306,0.6
3,0.6671668589859482,0.5851111111111111,0.6545064781320018,0.6
